patient,obs,health.status,group,f_000001,f_000002,f_000003,f_000004,f_000005,f_000006,f_000007,f_000008,f_000009,f_000010,f_000011,f_000012,f_000013,f_000014,f_000015,f_000016,f_000017,f_000018,f_000019,f_000020,f_000021,f_000022,f_000023,f_000024,f_000025,f_000026,f_000027,f_000028,f_000029,f_000030,f_000031,f_000032,f_000033,f_000034,f_000035,f_000036,f_000037,f_000038,f_000039,f_000040,f_000041,f_000042,f_000043,f_000044,f_000045,f_000046,f_000047,f_000048,f_000049,f_000050,f_000051,f_000052,f_000053,f_000054,f_000055,f_000056,f_000057,f_000058,f_000059,f_000060,f_000061,f_000062,f_000063,f_000064,f_000065,f_000066,f_000067,f_000068,f_000069,f_000070,f_000071,f_000072,f_000073,f_000074,f_000075,f_000076,f_000077,f_000078,f_000079,f_000080,f_000081,f_000082,f_000083,f_000084,f_000085,f_000086,f_000087
ch1stziii3b_1,1,week8,none,2.41E-06,2.72E-06,2.40E-06,1.86E-06,1.50E-06,1.47E-06,1.70E-06,2.12E-06,3.08E-06,5.23E-06,8.39E-06,1.12E-05,1.23E-05,1.17E-05,1.05E-05,1.08E-05,1.33E-05,1.67E-05,1.97E-05,2.19E-05,2.45E-05,3.07E-05,4.36E-05,6.21E-05,8.01E-05,9.34E-05,0.000108975,0.00013638,0.00017494,0.00022027,0.000274491,0.000341647,0.000420228,0.000492914,0.000528971,0.000523604,0.000508902,0.00051384,0.000543404,0.000588154,0.000632788,0.00066313,0.000687935,0.000736785,0.000808507,0.000852352,0.000836917,0.000806133,0.00082561,0.00089465,0.000956686,0.000977264,0.000972846,0.000982291,0.001027679,0.001098546,0.001161864,0.001183243,0.001156226,0.00111745,0.001120739,0.001195935,0.00133925,0.001522364,0.001712492,0.001883362,0.001996827,0.002010442,0.001913992,0.001740412,0.001542522,0.00135628,0.001189981,0.001042526,0.000912916,0.00079738,0.000691682,0.000596378,0.000515026,0.000447565,0.000389186,0.000336093,0.000288369,0.000247452,0.000213438,0.000183459,0.000153054
ch1stziii3a_1,1,week8,none,6.34E-07,1.03E-06,1.60E-06,2.24E-06,2.63E-06,2.76E-06,2.99E-06,3.50E-06,4.08E-06,4.72E-06,5.56E-06,6.57E-06,7.89E-06,1.00E-05,1.31E-05,1.69E-05,2.15E-05,2.75E-05,3.48E-05,4.42E-05,5.70E-05,7.21E-05,8.65E-05,0.000102977,0.000126981,0.000158021,0.000192166,0.00022841,0.000265985,0.000297065,0.000315498,0.000333591,0.000362226,0.000389456,0.000404985,0.000420264,0.000455035,0.00052054,0.000603967,0.000670449,0.000699603,0.000708605,0.000729181,0.000765755,0.000788059,0.000786967,0.00079867,0.000838793,0.000875179,0.000881625,0.000866001,0.000850754,0.000851672,0.00087678,0.000925446,0.000983087,0.001036754,0.001098687,0.001190288,0.001305138,0.001418291,0.00151914,0.001619523,0.001735608,0.001869871,0.002011483,0.002132335,0.002188261,0.002141617,0.001987257,0.001756383,0.001498226,0.001256894,0.001053598,0.000887768,0.000751573,0.000639583,0.000550467,0.000483044,0.000431983,0.000389651,0.000351263,0.000315535,0.00028098,0.000244809,0.000205689,0.000164909
ch2stziii3b_1,1,week8,none,7.44E-07,8.33E-07,1.05E-06,1.42E-06,1.92E-06,2.48E-06,3.34E-06,4.65E-06,6.00E-06,6.62E-06,6.19E-06,5.15E-06,4.62E-06,6.09E-06,1.03E-05,1.56E-05,2.02E-05,2.46E-05,2.86E-05,3.06E-05,3.11E-05,3.39E-05,4.37E-05,5.98E-05,7.54E-05,8.67E-05,9.86E-05,0.000118267,0.000151666,0.000205023,0.000277177,0.000361218,0.000450223,0.000526167,0.00056066,0.000551811,0.000529486,0.000516349,0.000516701,0.000530356,0.000553416,0.000573506,0.000590972,0.000632342,0.000706335,0.000768942,0.000779667,0.000766254,0.000779725,0.000815563,0.000833709,0.000821182,0.000799833,0.000800848,0.000838891,0.00090175,0.000959739,0.000984141,0.000967831,0.000934472,0.000924812,0.000968502,0.001069897,0.001212365,0.00137085,0.001517397,0.00161506,0.001631679,0.001564345,0.001436281,0.001281372,0.001127906,0.000987341,0.00086029,0.00074742,0.00064918,0.000561151,0.000479467,0.000406576,0.000346615,0.000299065,0.000260151,0.000227377,0.000199647,0.000175305,0.000151936,0.000127304
ch2stziii3a_1,1,week8,none,9.74E-07,1.45E-06,1.70E-06,1.62E-06,1.62E-06,2.17E-06,3.09E-06,3.78E-06,4.19E-06,4.72E-06,5.38E-06,6.07E-06,7.37E-06,9.83E-06,1.29E-05,1.54E-05,1.78E-05,2.18E-05,2.85E-05,3.74E-05,4.88E-05,6.22E-05,7.57E-05,9.05E-05,0.000110454,0.000137042,0.000171019,0.00021256,0.000259142,0.000301579,0.000330532,0.000349011,0.000361223,0.000365569,0.000367904,0.000379396,0.000410746,0.000473827,0.000560383,0.000634321,0.000669687,0.000679439,0.00070189,0.000751259,0.000793558,0.000815613,0.000862492,0.000947423,0.001012545,0.001016842,0.000981607,0.000940787,0.000906757,0.000889906,0.000902907,0.00093682,0.000965707,0.00098654,0.001025621,0.001093688,0.001169051,0.001233812,0.001302148,0.001395576,0.001508414,0.001616828,0.001702311,0.001749423,0.001733321,0.001635724,0.00146636,0.001258594,0.001052121,0.000873483,0.000728699,0.000613402,0.000523174,0.00045449,0.000401538,0.000356898,0.000315919,0.000278496,0.000245922,0.000217306,0.0001901,0.000162384,0.000133396
ch2stziii2c_1,1,week8,none,1.47E-06,1.55E-06,1.61E-06,1.54E-06,1.41E-06,1.45E-06,1.88E-06,2.78E-06,4.00E-06,5.03E-06,5.37E-06,5.14E-06,4.99E-06,5.87E-06,8.75E-06,1.38E-05,1.96E-05,2.51E-05,3.08E-05,3.69E-05,4.27E-05,4.86E-05,5.77E-05,6.99E-05,7.95E-05,8.14E-05,7.85E-05,8.26E-05,0.000107632,0.000159586,0.000234513,0.000327344,0.000434159,0.00054849,0.000654188,0.000727043,0.000779314,0.000891365,0.001133501,0.00145997,0.001714091,0.0017562,0.001581713,0.001290332,0.000988226,0.000744758,0.000587558,0.00050763,0.000476754,0.000469226,0.000471933,0.0004822,0.000500875,0.000530128,0.000571063,0.00061412,0.000639413,0.000630674,0.000589009,0.000533671,0.00048402,0.000445721,0.000417861,0.000397961,0.000380904,0.000368214,0.000373994,0.000412203,0.000475971,0.000537077,0.000569018,0.000562798,0.000526695,0.000477223,0.000426323,0.000374011,0.000315826,0.000254761,0.000199741,0.000156508,0.000124642,0.00010096,8.31E-05,6.98E-05,6.01E-05,5.25E-05,4.55E-05
ch2stziii2a_1,1,week8,none,0.010821838,0.012787269,0.014965693,0.017324937,0.019794434,0.022247243,0.024470054,0.026149173,0.026946772,0.026508905,0.02444791,0.020643408,0.015778063,0.011737904,0.011791444,0.020428555,0.04248145,0.080870624,0.13320029,0.189740096,0.235309247,0.254724277,0.239861143,0.195995039,0.14320828,0.107821739,0.104771806,0.124495774,0.140689457,0.133915055,0.106188542,0.073807034,0.050246994,0.03739996,0.029899414,0.023310071,0.017611814,0.014840471,0.015129416,0.016584211,0.017759738,0.017957164,0.016751072,0.014489148,0.012160843,0.01059087,0.009775436,0.009008747,0.007749942,0.00623083,0.005122614,0.004736988,0.004751755,0.004694011,0.004387589,0.003902599,0.003383455,0.002936863,0.00254409,0.002134115,0.001716705,0.001354191,0.001082525,0.000904988,0.000803619,0.000747196,0.000708325,0.000676963,0.000655706,0.000646682,0.000643189,0.000630058,0.000596285,0.000544633,0.000485984,0.000428023,0.000371333,0.000315121,0.000260973,0.000211008,0.000167189,0.000131742,0.000105602,8.72E-05,7.36E-05,6.25E-05,5.28E-05
ch2stziii1c_1,1,week8,none,3.28E-07,6.15E-07,1.30E-06,2.50E-06,3.89E-06,4.89E-06,5.24E-06,5.06E-06,4.68E-06,4.58E-06,4.98E-06,5.73E-06,6.58E-06,7.72E-06,9.49E-06,1.16E-05,1.36E-05,1.68E-05,2.52E-05,4.19E-05,6.54E-05,8.73E-05,9.97E-05,0.000104826,0.000115079,0.000142149,0.000188311,0.000249858,0.000326821,0.000418727,0.000524289,0.000656009,0.000812126,0.000927986,0.000933147,0.000849051,0.000763025,0.000729403,0.00074125,0.000770826,0.000801449,0.000825494,0.000828501,0.000804491,0.000781665,0.000788412,0.000818616,0.000861764,0.000913646,0.000955845,0.000971175,0.000955115,0.000907193,0.000844329,0.000799123,0.000783513,0.000781226,0.00078147,0.000786087,0.000789155,0.00078532,0.000785162,0.000804651,0.000850895,0.000912432,0.000962071,0.000981319,0.000974985,0.000958701,0.000944907,0.000936832,0.000924054,0.000886159,0.000809119,0.000700876,0.000586825,0.000487949,0.000407876,0.000340326,0.000281718,0.000233804,0.000197574,0.00016994,0.000146947,0.000126704,0.000108749,9.25E-05
ch2stziii1b_1,1,week8,none,1.45E-06,1.52E-06,1.51E-06,1.61E-06,2.15E-06,3.22E-06,4.56E-06,6.16E-06,8.00E-06,9.59E-06,1.03E-05,1.01E-05,9.58E-06,9.72E-06,1.05E-05,1.12E-05,1.14E-05,1.18E-05,1.38E-05,1.91E-05,3.01E-05,4.74E-05,6.47E-05,7.46E-05,7.94E-05,9.03E-05,0.000118162,0.000169441,0.000242409,0.000326363,0.000406555,0.00048214,0.000588215,0.000754501,0.000929809,0.001011861,0.00097689,0.000907508,0.000870496,0.000860798,0.000885431,0.000975232,0.001091825,0.001144809,0.001100724,0.001001696,0.000907184,0.000858338,0.000863471,0.000908994,0.000982422,0.001053348,0.001075847,0.001040823,0.00097783,0.000916926,0.000882194,0.000880769,0.000888218,0.000877513,0.000847231,0.000814823,0.000800779,0.000817568,0.000868087,0.000943502,0.001022975,0.001085629,0.001121289,0.001130389,0.001112558,0.001060707,0.00097191,0.000856394,0.000733811,0.000620652,0.000520886,0.000432324,0.000355601,0.000292773,0.000244124,0.000207821,0.000180306,0.000157733,0.000138028,0.000120483,0.000103706
ch2stziii1a_1,1,week8,none,3.84E-06,3.41E-06,3.20E-06,3.13E-06,4.15E-06,8.62E-06,1.83E-05,3.04E-05,3.91E-05,4.22E-05,4.21E-05,4.32E-05,4.94E-05,5.97E-05,6.94E-05,7.88E-05,9.19E-05,0.000106555,0.000117977,0.000129019,0.000149091,0.000191014,0.000263263,0.000356923,0.000458138,0.000571068,0.000709844,0.000862557,0.000979066,0.001017102,0.001009646,0.001052351,0.001185161,0.00134424,0.00144943,0.001481063,0.001471755,0.001460621,0.001465865,0.00148907,0.001528675,0.001571252,0.001598438,0.001606143,0.00159517,0.001576622,0.001580072,0.001610888,0.001634906,0.001622695,0.001567464,0.001484852,0.001411481,0.001368019,0.001346579,0.001338139,0.001328352,0.001291055,0.001220832,0.001140805,0.001068229,0.001002007,0.000946589,0.000920857,0.000936586,0.000983269,0.001037362,0.001085837,0.001132448,0.001171574,0.001177224,0.001133721,0.001050977,0.000943713,0.000822794,0.000699946,0.000581894,0.000471317,0.000375541,0.000302538,0.000252932,0.000220699,0.000197781,0.000177316,0.000155898,0.000133858,0.000112506
ch2stzii4d_1,1,week6,none,1.53E-06,2.13E-06,3.15E-06,4.83E-06,6.49E-06,7.07E-06,6.82E-06,6.96E-06,7.62E-06,7.70E-06,6.81E-06,5.91E-06,6.35E-06,8.80E-06,1.37E-05,2.23E-05,3.43E-05,4.55E-05,4.99E-05,4.61E-05,4.01E-05,3.88E-05,4.37E-05,5.12E-05,5.94E-05,7.01E-05,8.76E-05,0.000117133,0.000155221,0.000190771,0.000225064,0.000280872,0.000371124,0.000465571,0.000532374,0.000601744,0.000729649,0.000906258,0.001055816,0.001104433,0.001027057,0.000874203,0.00073255,0.000643991,0.000593921,0.000555874,0.000517294,0.000479152,0.000455229,0.000468451,0.000522556,0.000584917,0.000620415,0.000622317,0.000600769,0.000566781,0.000531361,0.000499295,0.000466619,0.000436135,0.000420756,0.000428262,0.000457732,0.00050675,0.000578688,0.00068057,0.000803768,0.000911793,0.00095618,0.000913679,0.000807107,0.000680954,0.000564384,0.000463781,0.000379766,0.000316169,0.000270784,0.000233652,0.000198605,0.000166316,0.000139295,0.000119449,0.000106845,9.88E-05,9.20E-05,8.48E-05,7.67E-05
ch2stzii4c_1,1,week6,none,1.99E-06,2.60E-06,3.27E-06,3.45E-06,3.07E-06,2.68E-06,2.68E-06,2.90E-06,3.05E-06,3.10E-06,3.36E-06,4.48E-06,6.71E-06,9.12E-06,1.08E-05,1.21E-05,1.29E-05,1.28E-05,1.19E-05,1.16E-05,1.44E-05,2.29E-05,3.88E-05,5.99E-05,8.03E-05,9.93E-05,0.000120673,0.000140495,0.000155773,0.000185267,0.000259522,0.000374079,0.000475605,0.00053252,0.000581074,0.000673964,0.000829177,0.001011753,0.001137966,0.001134605,0.001004359,0.00082289,0.000676703,0.000597648,0.000553806,0.000508355,0.000466181,0.00044827,0.000454177,0.000473073,0.000502473,0.000542584,0.000588571,0.0006325,0.000667968,0.000690867,0.000696201,0.000678614,0.000639703,0.000591108,0.000549191,0.000525222,0.000520917,0.000538903,0.000589184,0.000676022,0.000780647,0.00086568,0.000899601,0.000874047,0.00080282,0.000707986,0.000605293,0.000501919,0.000406156,0.000328424,0.000269659,0.00022264,0.000183491,0.000152315,0.000128831,0.000111777,9.98E-05,9.19E-05,8.67E-05,8.24E-05,7.68E-05
ch2stzii4b_1,1,week6,none,4.23E-06,5.53E-06,6.78E-06,7.19E-06,6.29E-06,4.70E-06,3.62E-06,3.83E-06,5.16E-06,6.83E-06,8.33E-06,9.87E-06,1.15E-05,1.32E-05,1.56E-05,1.94E-05,2.46E-05,3.11E-05,4.01E-05,5.33E-05,6.78E-05,7.68E-05,7.63E-05,6.94E-05,6.44E-05,6.74E-05,8.04E-05,0.000104222,0.000134039,0.000158587,0.000176341,0.000210936,0.0002933,0.00041105,0.000510994,0.000578397,0.000666537,0.000797923,0.000883113,0.000831404,0.000679344,0.000530558,0.00044245,0.000408399,0.00039677,0.000386862,0.000380727,0.000387411,0.000408322,0.000439495,0.000479983,0.000534541,0.000601612,0.000664169,0.000697972,0.000693741,0.000666986,0.000636983,0.00061169,0.000594848,0.000581654,0.000560187,0.00053597,0.000532184,0.000563487,0.000625837,0.000700013,0.000758726,0.000781824,0.00076448,0.000711837,0.000634463,0.000547479,0.000464796,0.000393107,0.00033185,0.000276557,0.000225138,0.000180665,0.00014666,0.000123234,0.000107623,9.67E-05,8.92E-05,8.49E-05,8.19E-05,7.74E-05
ch2stzii4a_1,1,week6,none,1.87E-06,2.38E-06,2.78E-06,3.28E-06,3.84E-06,4.37E-06,4.85E-06,5.19E-06,5.53E-06,6.17E-06,6.71E-06,6.47E-06,5.83E-06,6.47E-06,9.96E-06,1.57E-05,2.07E-05,2.34E-05,2.51E-05,2.76E-05,3.12E-05,3.62E-05,4.60E-05,6.34E-05,8.48E-05,0.00010242,0.000117225,0.000143286,0.000191746,0.000250634,0.000297789,0.000330976,0.000363756,0.000405824,0.000458122,0.000512574,0.000582595,0.000726628,0.00096392,0.001191716,0.00127323,0.001172979,0.000963296,0.00074491,0.000586065,0.000502613,0.000468843,0.000451131,0.000439195,0.000447118,0.000489094,0.000556117,0.000617154,0.000647892,0.000644103,0.000611283,0.000561438,0.000513373,0.000482319,0.00046682,0.000454986,0.000443866,0.000444064,0.000467049,0.000511866,0.000568054,0.000625784,0.000675616,0.000709916,0.000727409,0.000727259,0.000705623,0.000660024,0.000591985,0.000509069,0.000421728,0.000337582,0.000263539,0.000206292,0.000166934,0.000140694,0.000122423,0.000109603,0.000101204,9.58E-05,9.10E-05,8.41E-05
ch2stzii3c_1,1,week6,none,2.44E-07,5.16E-07,1.24E-06,2.17E-06,2.66E-06,2.50E-06,2.07E-06,1.78E-06,1.91E-06,2.58E-06,3.61E-06,4.75E-06,5.92E-06,6.73E-06,6.64E-06,5.80E-06,5.16E-06,5.97E-06,8.99E-06,1.37E-05,1.81E-05,2.05E-05,2.09E-05,2.11E-05,2.32E-05,2.87E-05,3.97E-05,5.77E-05,7.78E-05,9.32E-05,0.000104417,0.000117009,0.000130607,0.000140036,0.000146481,0.000160176,0.000196501,0.000265753,0.000356926,0.000432506,0.000453963,0.000426238,0.000398021,0.000407335,0.000444835,0.000474249,0.000480013,0.000484309,0.000519682,0.00058937,0.000654288,0.00067889,0.000674068,0.000663282,0.000644431,0.000614709,0.000591685,0.000588389,0.000595272,0.000598149,0.000596347,0.000598814,0.00061714,0.000655783,0.000703522,0.000749998,0.000797158,0.000839656,0.00085613,0.00083201,0.000775004,0.000701331,0.000620412,0.000538906,0.00046561,0.000403876,0.000348121,0.000293143,0.000240337,0.000194051,0.000157071,0.000129382,0.000108962,9.34E-05,8.05E-05,6.91E-05,5.81E-05
ch2stzii3b_1,1,week6,none,6.36E-07,8.53E-07,1.16E-06,1.37E-06,1.39E-06,1.31E-06,1.27E-06,1.30E-06,1.36E-06,1.41E-06,1.63E-06,2.34E-06,3.74E-06,5.96E-06,8.74E-06,1.14E-05,1.36E-05,1.56E-05,1.73E-05,1.83E-05,1.94E-05,2.04E-05,2.06E-05,1.98E-05,1.95E-05,2.27E-05,3.30E-05,5.34E-05,8.53E-05,0.000123,0.000154948,0.000177586,0.000193172,0.00020032,0.00019823,0.00019408,0.000197535,0.000212022,0.00023721,0.000272718,0.000313994,0.000352977,0.000393317,0.000450923,0.000524329,0.000588348,0.000618718,0.000610025,0.000582258,0.000565702,0.000573148,0.000595065,0.00061707,0.000632713,0.000642409,0.00064495,0.000636784,0.000619332,0.000598434,0.000578946,0.000562421,0.000549962,0.000546001,0.000556068,0.000580906,0.00061377,0.00064999,0.000697274,0.00075729,0.000803622,0.000801916,0.000742529,0.000642979,0.000532043,0.000436742,0.000368659,0.000318285,0.000272076,0.000227529,0.000187442,0.000152764,0.000124299,0.000103201,8.86E-05,7.81E-05,6.91E-05,6.00E-05
ch2stzii3a_1,1,week6,none,5.58E-07,7.09E-07,1.22E-06,2.15E-06,3.07E-06,3.33E-06,2.89E-06,2.32E-06,2.09E-06,2.34E-06,2.88E-06,3.41E-06,4.07E-06,6.15E-06,1.15E-05,1.90E-05,2.47E-05,2.65E-05,2.77E-05,3.20E-05,3.89E-05,4.41E-05,4.47E-05,4.14E-05,3.87E-05,4.07E-05,4.92E-05,6.77E-05,9.82E-05,0.00013092,0.000152004,0.000161259,0.000167408,0.000175664,0.000189126,0.000213642,0.0002524,0.000295898,0.000330742,0.0003522,0.000364,0.000381409,0.000424913,0.000492966,0.0005559,0.000593521,0.000614871,0.000635667,0.000663989,0.000705268,0.000760994,0.000822227,0.000870108,0.000884003,0.000859255,0.000813133,0.000766295,0.000725778,0.000687449,0.000651027,0.000623589,0.000609208,0.000607505,0.000615753,0.000629004,0.000648282,0.000682903,0.00073647,0.000796509,0.00084201,0.000854013,0.000817958,0.000731336,0.000614191,0.000500473,0.000411607,0.000344883,0.000289277,0.000240066,0.000198109,0.000164888,0.000139961,0.000121064,0.00010573,9.21E-05,7.88E-05,6.53E-05
ch2stzii2c_1,1,week6,none,0.000777452,0.000703523,0.000788423,0.001108676,0.00157788,0.001889008,0.001841113,0.001593581,0.00138815,0.001267602,0.001190267,0.001152999,0.001112232,0.000987011,0.000780621,0.000580047,0.00044472,0.000379002,0.000392768,0.000491774,0.000616989,0.000689484,0.000697934,0.000722989,0.000991912,0.001911252,0.00369931,0.005739036,0.006810443,0.006378461,0.005042167,0.003630717,0.002551857,0.001907644,0.00172323,0.001979929,0.002481141,0.002829678,0.002741579,0.002311003,0.00185615,0.001605957,0.001581534,0.001683971,0.001801827,0.001843465,0.001764382,0.001610358,0.001476909,0.00139544,0.001327731,0.001258631,0.001213221,0.001202038,0.001194783,0.001159144,0.001098039,0.001026396,0.000947753,0.000871135,0.000813413,0.000778207,0.000758784,0.000753445,0.000763211,0.00078285,0.000799013,0.000798672,0.000779954,0.000750316,0.00071567,0.000674629,0.000622701,0.000558347,0.000484901,0.000409478,0.000338507,0.00027549,0.000222828,0.000181715,0.000151062,0.000128373,0.000111187,9.78E-05,8.71E-05,7.76E-05,6.80E-05
ch2stzii2b_1,1,week6,none,2.90E-07,2.89E-07,3.95E-07,6.90E-07,1.07E-06,1.27E-06,1.18E-06,9.17E-07,7.31E-07,7.95E-07,1.18E-06,1.81E-06,2.48E-06,3.11E-06,4.00E-06,5.46E-06,7.58E-06,1.05E-05,1.44E-05,1.89E-05,2.30E-05,2.60E-05,2.88E-05,3.63E-05,5.48E-05,8.41E-05,0.000114477,0.000146812,0.000200286,0.000274493,0.000329432,0.000335947,0.000311643,0.000287967,0.000276391,0.000275189,0.000281355,0.000295255,0.000324875,0.000382048,0.000477813,0.000607066,0.000730893,0.000810296,0.000857766,0.000911136,0.000977154,0.001033802,0.001059825,0.00105122,0.001017485,0.000969536,0.000913327,0.00085704,0.000815742,0.000798673,0.000802311,0.000815923,0.000824025,0.000817388,0.000800628,0.000779975,0.000759174,0.000742327,0.000729381,0.00071748,0.000707877,0.000708543,0.000725118,0.000748126,0.000761133,0.00075559,0.000726061,0.000667937,0.000585926,0.000492629,0.00040181,0.000324238,0.000263485,0.000216092,0.000177606,0.000146541,0.000122523,0.00010451,9.11E-05,8.01E-05,6.93E-05
ch2stzii2a_1,1,week6,none,7.67E-07,9.76E-07,1.40E-06,1.92E-06,2.17E-06,2.02E-06,1.79E-06,1.89E-06,2.56E-06,3.78E-06,5.08E-06,5.63E-06,5.22E-06,4.88E-06,6.16E-06,9.18E-06,1.24E-05,1.49E-05,1.71E-05,2.05E-05,2.66E-05,3.44E-05,4.01E-05,4.33E-05,5.04E-05,6.95E-05,0.000102817,0.000146662,0.000205007,0.000298858,0.00042906,0.000539281,0.000564772,0.000508575,0.000437596,0.000413703,0.000449111,0.000524,0.000623529,0.000740453,0.000861867,0.0009571,0.000978191,0.000912923,0.000810253,0.000722742,0.00066633,0.000640817,0.000650022,0.000693483,0.000756471,0.000822059,0.000886054,0.000944516,0.000981781,0.000989534,0.000975889,0.000947593,0.000911233,0.000872745,0.000826985,0.000775086,0.000731602,0.000702695,0.000684865,0.000678385,0.000683664,0.000695501,0.000705418,0.000706906,0.000699245,0.000683015,0.000652085,0.000597754,0.000521887,0.000438743,0.000361683,0.000294999,0.000238707,0.000193398,0.000159446,0.000135421,0.000118074,0.000103932,9.12E-05,7.96E-05,6.93E-05
ch2stzii1b_1,1,week6,none,2.51E-05,4.04E-05,5.54E-05,6.46E-05,7.18E-05,8.09E-05,8.90E-05,9.30E-05,9.34E-05,9.40E-05,9.72E-05,9.81E-05,9.66E-05,0.00010934,0.000148431,0.000198101,0.000235895,0.000260483,0.000281025,0.000298846,0.000315971,0.000335373,0.000351348,0.000365923,0.000394584,0.000441472,0.000486417,0.00050932,0.000511525,0.000506974,0.000509486,0.000516438,0.000517387,0.00052557,0.000555905,0.000588671,0.000597832,0.000587441,0.000579515,0.00058286,0.000583464,0.000571003,0.000557387,0.00054872,0.000528115,0.000485934,0.000439524,0.000411689,0.000403706,0.000402034,0.00039937,0.000396015,0.000390956,0.000376338,0.000346742,0.00031372,0.000294167,0.00028675,0.000276949,0.00025853,0.000236179,0.000215809,0.000201365,0.000196089,0.000201573,0.000216156,0.000236802,0.000261907,0.000291812,0.000326236,0.000358015,0.000370575,0.000349809,0.000299747,0.00023988,0.00018721,0.000146559,0.000116227,9.42E-05,7.84E-05,6.68E-05,5.80E-05,5.11E-05,4.52E-05,4.02E-05,3.58E-05,3.15E-05
ch2stzii1a_1,1,week6,none,6.26E-06,5.88E-06,5.98E-06,7.37E-06,1.04E-05,1.31E-05,1.31E-05,1.10E-05,9.28E-06,1.08E-05,1.78E-05,2.90E-05,3.83E-05,4.16E-05,3.96E-05,3.41E-05,2.77E-05,2.28E-05,2.03E-05,1.93E-05,1.84E-05,1.75E-05,1.74E-05,1.88E-05,2.12E-05,2.38E-05,2.64E-05,2.87E-05,3.15E-05,3.76E-05,5.09E-05,7.70E-05,0.0001188,0.000163716,0.000191071,0.000198952,0.000202417,0.000203921,0.000192665,0.000168037,0.000142623,0.000130116,0.000138057,0.000161688,0.000185237,0.000197901,0.000201805,0.000201503,0.000195764,0.000182823,0.00016539,0.0001474,0.000132149,0.000123498,0.000122855,0.000126231,0.000127954,0.000125311,0.000120209,0.000118674,0.000125862,0.000140637,0.000156999,0.000169326,0.000175029,0.000175337,0.000176958,0.000190321,0.000222133,0.000271406,0.000330197,0.000382199,0.000405694,0.000387114,0.000332462,0.000261742,0.000194108,0.000140231,0.000103557,8.32E-05,7.45E-05,7.03E-05,6.48E-05,5.68E-05,4.81E-05,4.06E-05,3.41E-05
ch2stzi4c_1,1,week4,none,8.43E-07,1.11E-06,1.55E-06,1.92E-06,1.98E-06,1.79E-06,1.61E-06,1.58E-06,1.69E-06,1.82E-06,2.01E-06,2.48E-06,3.36E-06,4.38E-06,5.39E-06,6.62E-06,8.24E-06,1.02E-05,1.27E-05,1.63E-05,2.09E-05,2.50E-05,2.80E-05,3.07E-05,3.40E-05,3.85E-05,4.50E-05,5.31E-05,6.12E-05,6.91E-05,8.26E-05,0.000110375,0.000149611,0.00018757,0.000218101,0.000241977,0.000259257,0.000276721,0.000311487,0.00037643,0.00046926,0.000575411,0.000674321,0.000744591,0.000771473,0.000758554,0.000729501,0.000708384,0.000699863,0.000694818,0.00068694,0.00067264,0.000649981,0.000624621,0.000607331,0.000607084,0.000620966,0.000629921,0.000617294,0.000589025,0.000564285,0.000551793,0.000546271,0.000542769,0.000542589,0.000548658,0.000561601,0.000577281,0.000586191,0.000576345,0.000539902,0.000479183,0.000405498,0.000331598,0.000265763,0.00021123,0.000167336,0.000131803,0.000103462,8.21E-05,6.69E-05,5.61E-05,4.81E-05,4.16E-05,3.60E-05,3.09E-05,2.62E-05
ch2stzi4b_1,1,week4,none,2.87E-07,3.30E-07,6.58E-07,1.26E-06,1.84E-06,2.13E-06,2.21E-06,2.50E-06,3.34E-06,4.38E-06,4.78E-06,4.28E-06,3.39E-06,2.70E-06,2.49E-06,2.88E-06,4.34E-06,7.45E-06,1.20E-05,1.75E-05,2.37E-05,2.87E-05,2.98E-05,2.82E-05,2.71E-05,2.91E-05,3.75E-05,5.33E-05,7.03E-05,8.19E-05,8.88E-05,9.65E-05,0.00010856,0.000122782,0.000134977,0.000148854,0.00017288,0.000207899,0.000259849,0.000357478,0.00052319,0.000719323,0.000863157,0.00091136,0.000884376,0.000818543,0.000743222,0.000678794,0.000630387,0.000599979,0.000598037,0.000629835,0.000678786,0.000710228,0.000697121,0.000646893,0.000596453,0.000577164,0.000585123,0.000588093,0.000564821,0.000526153,0.000495649,0.000486036,0.000496008,0.0005171,0.000540466,0.000559059,0.000564985,0.000551645,0.000519124,0.000471445,0.00041061,0.00034035,0.000270424,0.000210347,0.00016314,0.000127141,0.000100288,8.10E-05,6.74E-05,5.71E-05,4.87E-05,4.17E-05,3.57E-05,3.06E-05,2.61E-05
