f_000001,f_000002,f_000003,f_000004,f_000005,f_000006,f_000007,f_000008,f_000009,f_000010,f_000011,f_000012,f_000013,f_000014,f_000015,f_000016,f_000017,f_000018,f_000019,f_000020,f_000021,f_000022,f_000023,f_000024,f_000025,f_000026,f_000027,f_000028,f_000029,f_000030,f_000031,f_000032,f_000033,f_000034,f_000035,f_000036,f_000037,f_000038,f_000039,f_000040,f_000041,f_000042,f_000043,f_000044,f_000045,f_000046,f_000047,f_000048,f_000049,f_000050,f_000051,f_000052,f_000053,f_000054,f_000055,f_000056,f_000057,f_000058,f_000059,f_000060,f_000061,f_000062,f_000063,f_000064,f_000065,f_000066,f_000067,f_000068,f_000069,f_000070,f_000071
498.1896746,411.2827327,323.7852752,243.489726,181.0352096,147.4388733,143.2457735,156.9521536,169.3893797,163.5476359,137.891989,106.8306021,84.5556672,73.21097724,66.69500168,59.50098137,50.66484809,42.60136208,37.24704336,33.87224828,31.27803015,29.6744311,29.49444563,30.4491602,31.67969005,32.17650662,31.24625847,28.87548361,25.74456424,22.73287947,20.4725808,19.07156087,18.04649018,16.80035744,15.15062545,13.21840861,11.15460331,9.190082538,7.606163531,6.50343518,5.747159321,5.131753977,4.523160097,3.887515233,3.255193479,2.698227651,2.285776912,2.018463205,1.8512423,1.756359027,1.719454431,1.708945568,1.694266883,1.677634128,1.670840045,1.665073872,1.654356081,1.664766979,1.733751381,1.870029858,2.046481801,2.21607939,2.367734034,2.674228371,3.510575083,4.870347189,5.926694057,5.930558729,5.093415168,4.124672524,3.466295137
829.2522134,678.1559529,556.291049,518.9817093,527.165255,514.7784009,449.3607848,345.1512177,250.5118414,203.8846994,196.9421056,191.584023,166.130084,129.1010827,96.91451536,76.5359731,65.7147888,59.67004323,55.89439776,53.60229835,52.07768646,51.20132352,51.32250465,51.6583589,50.67291656,48.99500806,48.28177157,47.29743497,43.59423349,37.63911372,32.07295542,28.30095584,25.66925829,23.14447805,20.44110049,17.70159838,15.0806188,12.77157516,10.92349317,9.516307381,8.406286405,7.387618905,6.324510877,5.235248018,4.217788465,3.375834629,2.769693845,2.3716042,2.106254034,1.925216891,1.79859669,1.686282862,1.570048856,1.479640947,1.453435075,1.490188373,1.554206297,1.617283625,1.676807261,1.741082306,1.81061816,1.877506992,1.958017,2.151691616,2.63853128,3.403870444,4.020354686,4.094827835,3.724618899,3.258968799,2.905875769
278.5366342,267.3074386,253.235812,243.9749237,257.631754,292.656276,320.2963339,326.1759025,323.4237171,314.6826914,290.8136361,264.1023029,258.0757242,266.7544828,257.4242814,216.4935533,167.9278605,146.466847,163.9642828,205.4148195,249.5683629,276.7142316,272.4004292,241.4285161,209.6534694,202.6213781,216.761984,224.3520974,211.3011308,190.2935504,176.3641856,167.0906763,153.266129,135.1877657,117.5007838,100.9339189,85.07684827,70.57986295,57.92037775,46.75177032,36.6827052,27.98711645,21.10624368,16.04190247,12.39038314,9.705707808,7.743453977,6.39264262,5.538400948,5.076701274,5.00189555,5.379427799,6.185763096,7.205374635,8.17548656,9.035649363,9.918622883,10.97382039,12.32111715,14.05770883,16.21736625,18.67668188,21.14652207,23.49300066,25.99788286,29.07479091,32.70132837,36.28057472,39.30741062,42.05837661,45.19760358
68.45796158,78.75386049,113.9975793,154.8691949,178.9800739,180.1711269,162.9090112,132.8351935,97.53072379,66.25649042,46.85804175,42.10382608,46.24376624,48.97289404,45.68497721,38.82896452,31.31431759,24.28262499,18.56827039,15.26794987,15.17169528,17.92998536,21.81905908,24.43597507,24.08354,20.94779584,16.68577952,12.89206986,10.38275296,9.396269164,9.584310144,10.09791656,10.23915431,9.820766328,9.096622701,8.502714334,8.165488919,7.775662164,7.048602672,6.046061003,5.011041433,4.14396745,3.539798688,3.17814446,2.970530828,2.825259251,2.690192785,2.581878404,2.561752333,2.69119132,3.010853755,3.530435616,4.228833717,5.057386544,5.9448809,6.84902158,7.772170392,8.680000203,9.541765635,10.49078751,11.78600368,13.48932186,15.34162597,17.08975068,18.76820569,20.66770478,22.91464682,25.18401015,27.11536212,28.72664531,30.24351904
344.1107731,423.2231582,435.4398896,384.0042706,315.2219327,257.814208,217.6349347,198.8187943,195.4679892,192.019728,184.0875587,174.5826298,158.4975997,130.6736547,96.89139724,67.67592039,48.3354064,37.79074966,32.06578064,27.64476047,23.49922027,20.2449864,18.05083191,16.53650314,15.63864508,15.38023453,15.39210638,15.18615641,14.50109226,13.19798568,11.37423066,9.651536576,8.759370035,8.742457371,9.052845681,9.402030503,9.895915336,10.34570515,10.20230495,9.23936499,7.743056731,6.116303134,4.639260957,3.470728191,2.676698817,2.258721389,2.164947781,2.285091054,2.513987005,2.84115013,3.340738351,4.0907095,5.071627312,6.168189263,7.309172378,8.50256738,9.723025703,10.96124026,12.35714277,13.97931451,15.66051444,17.29983775,18.95969458,20.72357808,22.69794679,24.99676119,27.7539669,31.12987672,35.06375319,39.12741581,42.86362759
136.3378715,133.2577848,131.5071617,122.4885906,107.0673885,94.46814154,91.7743251,94.81911942,94.26442017,87.35571723,78.91238078,72.94057358,68.76472954,64.17417661,57.7643985,49.3939069,40.46262309,32.93479635,28.29365857,26.76593356,26.88617291,26.62106293,24.95020815,22.37129297,20.00188113,18.44875882,17.54685811,17.0288685,16.98374253,17.27083266,17.16873513,16.1980793,14.8219288,13.8234965,13.38045655,13.09756104,12.60668317,11.79720641,10.65135342,9.232094903,7.737826611,6.368335336,5.219784963,4.305762704,3.595546338,3.045320241,2.63924907,2.398508816,2.330533504,2.39218197,2.530700947,2.74396911,3.102409933,3.738364552,4.71224214,5.812378316,6.641463641,6.981246652,6.954860332,6.828021504,6.773667285,6.897738015,7.342196641,8.155699784,9.186701189,10.25831893,11.33656459,12.44091444,13.51283271,14.44280278,15.17413956
106.6532718,118.6710544,127.0471593,125.6766916,115.193251,100.8049562,85.28247483,69.37884555,54.33494777,41.61281685,32.09663966,26.48218001,24.0678289,22.03865877,18.46950289,14.15306849,10.61100272,8.183252104,6.358860233,4.90036842,4.087586775,4.11914069,4.671935247,5.11532868,5.033650719,4.486078371,3.848712143,3.411411891,3.181264983,3.060848137,2.977561862,2.892259035,2.899835467,3.218100209,3.953110217,4.879090232,5.505824068,5.469995903,4.844219746,3.989083515,3.193202594,2.547487654,2.049910431,1.702742837,1.512546629,1.460486021,1.513771857,1.645073177,1.827081659,2.033706289,2.259104722,2.548631984,2.996195882,3.663938411,4.54444514,5.592420084,6.657874961,7.463431416,7.839026609,7.931079604,8.086447363,8.56013039,9.367308481,10.38469914,11.53543987,12.77633354,14.03096257,15.29431872,16.61966572,17.9462113,19.11449542
358.9870674,382.0421026,362.7869158,352.1823687,381.3017434,427.1620624,441.7394975,419.9537298,399.1433822,389.5715686,375.1740202,360.4076593,355.115872,353.5159964,347.9076234,331.8255165,304.0108987,271.9504435,241.2794957,211.7981234,183.1646489,157.1755325,134.699775,114.5261931,96.21947288,81.30829449,70.61070075,62.96263968,57.16692369,52.72793867,48.85671492,44.73967799,40.02478419,34.61188567,28.91946325,23.84790101,19.86394138,16.74445954,14.22629076,12.18603103,10.34723598,8.409563272,6.406701158,4.646966086,3.391748027,2.678108642,2.333231981,2.132698777,1.982274422,1.92784793,2.027545709,2.285862863,2.697410884,3.292962854,4.096456082,5.026080747,5.885224226,6.484759248,6.776425148,6.858628965,6.866223363,6.943512561,7.260412153,7.935208082,8.972742884,10.23113734,11.44216044,12.38199563,13.05441062,13.6974828,14.55255276
211.8012303,368.6379075,882.4626691,1785.962378,2757.885076,3252.315144,2987.620512,2208.04334,1390.357729,832.797252,599.6159271,682.4184989,985.9703015,1244.768101,1224.433763,971.4892895,729.8642197,665.9841011,714.9404315,703.4732924,574.2734568,403.6652164,266.6756511,179.4868127,131.2825697,108.5520355,97.50239772,89.10239576,82.43814682,80.75970434,84.20872731,86.61440859,82.21174351,72.37665283,62.04323083,52.44454258,42.50824145,34.69639517,34.44425249,44.36491731,59.34972094,68.63293531,64.82186537,49.98896735,32.23375368,18.15259983,9.621625883,5.473729317,3.969469499,3.861861128,4.435771822,5.311827017,6.241344602,6.962113356,7.242911681,7.031422217,6.49669573,5.927769731,5.561525802,5.467168979,5.600976343,5.913178049,6.333678815,6.762789505,7.175255138,7.664681977,8.329253691,9.129129321,9.903407035,10.58424706,11.32712646
1868.003547,1510.305385,1181.391092,912.1727025,711.6866218,580.7071549,483.7908861,390.103762,304.9889061,248.0068142,227.1058412,237.9261948,269.5551208,314.5361104,373.9669448,434.2205233,464.6287833,448.3805841,393.8560197,325.0751467,266.1960028,226.6286629,201.0043101,182.5382029,169.726066,161.6107158,155.2060345,148.0834973,139.8975674,131.2672182,122.9452066,115.6750983,109.8568208,105.1094056,99.94570362,92.61091177,82.66263167,71.10058599,58.94980895,46.72508156,35.09688071,25.12774217,17.72936925,13.14678544,10.95401363,10.46233577,11.04603276,12.12570679,13.09336764,13.43012092,12.87303979,11.45559941,9.496947833,7.528688894,6.051549283,5.253107773,4.93711207,4.732299307,4.392761177,3.940634125,3.564977627,3.728101909,9.710005343,52.75002462,198.0633669,442.0771889,626.7808001,610.7416722,439.0492714,247.9348217,116.6767548
286.2191881,292.0936486,324.2975601,382.7500029,446.5836849,485.8221212,482.5836385,441.7107994,393.6481651,364.1624535,346.2321736,321.7352995,287.3850863,246.5432783,202.9601402,166.3184614,147.1090946,145.7955624,152.7488708,155.0515725,144.1059734,122.9149972,104.2078126,97.95495152,102.0652585,106.6804067,104.8552636,98.13157521,92.77782412,91.31938955,90.02839211,85.13935989,77.34013154,69.10638257,61.45206007,54.36176009,48.03094159,42.68879339,37.68509199,31.89052091,25.38241859,19.58192992,15.55083869,13.09806755,11.52309938,10.3958,9.538974707,8.796196741,8.027928227,7.219665903,6.463440468,5.817653723,5.244684567,4.677176886,4.119847658,3.673756433,3.424896309,3.331787524,3.266584655,3.157525521,3.049257559,3.252355652,7.590517663,38.44455234,142.6374291,318.2337045,452.2491881,442.1726338,319.2112313,181.2462421,85.99476619
1380.779521,1389.646987,1252.742118,1029.705735,798.5903793,619.1928838,518.7037105,498.0946831,532.9389184,585.3744725,621.9879087,623.2990318,601.064292,581.0359524,558.8522594,506.7313362,418.7523509,321.4826463,245.8255599,202.4349748,180.0818146,159.696334,131.8527267,102.2459259,80.138686,67.53835023,60.25107807,53.1713144,44.43038514,36.35412841,31.32151857,28.4657806,25.91660107,23.27445212,21.10829668,19.73749897,18.61334248,16.94941958,14.8348663,12.95856908,11.58866881,10.38957806,8.952377842,7.283474797,5.735080226,4.564114618,3.763948312,3.206844078,2.794465201,2.492125563,2.273773216,2.096519925,1.939469446,1.821303628,1.759727226,1.754164822,1.802599613,1.883700049,1.951265518,1.990444791,2.042238715,2.397401363,7.047832558,39.40813518,148.0098322,329.7520154,466.7827197,454.3107982,326.3934821,184.3890963,87.01153346
173.0280399,161.7570513,142.6760509,117.5568817,90.33367885,66.94601911,54.18697721,52.44912726,53.43791395,49.89801516,42.29255133,34.72410434,29.08258477,24.38503569,19.95348947,17.01064294,16.47008861,17.13673022,17.19909088,16.13246526,14.6670791,13.42542665,12.22824328,10.81893122,9.486936423,8.541066572,7.755554835,6.836414529,5.914084143,5.242054364,4.795953107,4.406399155,4.050162929,3.82844364,3.783393683,3.855576273,3.952441301,4.005485544,3.99347043,3.909720151,3.753183987,3.557286945,3.335513514,3.040283057,2.668412328,2.323459228,2.103581917,1.995456168,1.921730483,1.840038526,1.754559323,1.673814686,1.613109894,1.604879945,1.660275433,1.749192801,1.837519811,1.917387883,1.998298625,2.092501828,2.21330039,2.530471659,5.722719908,27.71092241,101.8100382,226.4463045,321.1260071,313.3859836,225.9270299,128.3232672,61.30765872
213.5014321,211.5240298,193.7446424,162.7342674,138.393199,133.6924006,145.9285929,159.1028499,157.5674702,141.3388748,122.6328928,109.4140966,98.29027697,85.25942363,74.56292318,70.62951559,70.41776573,69.6560912,67.63011108,64.3986006,60.13918031,55.56342831,51.10225217,47.77841437,47.52370887,51.27758563,56.68760336,58.73361745,54.94828536,48.07389083,41.83701753,37.21160462,33.37200911,29.90563211,27.33253739,25.93029647,24.85302712,22.91938533,19.84577537,16.35881162,13.24675581,10.67469723,8.466683198,6.598452217,5.189463177,4.300084713,3.903618425,3.886765329,4.058251023,4.232730265,4.261827151,4.046163709,3.603649867,3.090245498,2.70761601,2.569364773,2.635239769,2.757021048,2.804547551,2.768167102,2.73730099,2.785512481,2.930228949,3.335659634,4.451458063,6.322635663,7.928686894,8.260991844,7.533265978,6.643301957,6.171147462
370.825659,359.5153424,322.818048,273.7318209,227.7832729,190.4335773,168.8558119,163.4518538,159.4646124,145.6879418,126.1521016,108.6710887,94.97675474,84.34087937,80.03770145,85.39314256,97.76017204,111.633446,122.2543718,126.8864615,127.0651137,125.6262323,123.2429367,120.719061,120.2028021,121.9363539,123.1034003,120.7594966,113.8943347,104.2245887,95.17213011,88.67660253,83.96266406,79.67629617,75.32674701,70.47824908,64.46250311,57.07102912,48.6663573,39.96183582,31.802985,24.79811663,19.12264703,14.68670915,11.40414544,9.297064444,8.358330784,8.315070307,8.647152367,8.884958442,8.789404359,8.31309036,7.571013304,6.756306802,5.984334959,5.282104718,4.665098297,4.159290421,3.797626579,3.595161815,3.508894423,3.477504372,3.501132083,3.634390797,3.935824902,4.365935458,4.726386133,4.878086526,4.916499006,5.019494799,5.267923435
286.417172,322.448432,306.8608488,252.6556809,200.6912076,176.8728846,176.7974995,178.3040094,165.4347183,142.1447183,121.5197092,110.9544061,109.908518,111.70701,109.3672374,102.1594698,93.50879205,85.86859067,79.60652113,74.41437744,70.85259514,70.10197192,70.94051234,69.89075708,65.922712,61.83939365,60.93623165,63.57289451,66.948198,68.04379638,66.01019726,61.62144841,55.86556671,49.92018912,45.03833877,41.36293551,37.8317309,33.69633634,29.28699078,25.22595126,21.66592612,18.45409771,15.61703882,13.36459885,11.68359886,10.28830672,8.928406755,7.532074196,6.164065311,4.982421879,4.168411844,3.807542814,3.847714166,4.138026006,4.441311582,4.508165634,4.260992983,3.854304571,3.509051727,3.322702912,3.2555757,3.249111542,3.292386003,3.425441374,3.743226038,4.251348379,4.73475527,5.029824775,5.225422391,5.432807964,5.641004626
584.4847341,480.1145929,408.4301085,353.0080585,314.3402659,300.5836983,310.3834965,322.6382495,321.5661723,307.2009791,280.1834797,241.7727026,199.7973623,163.2328716,137.1540725,121.5980418,111.3805338,100.9833077,89.39134653,79.97567479,78.06271979,85.29082903,96.00774393,101.5173815,96.69135352,83.05099794,67.15133802,55.01947154,48.07962424,44.42926795,41.86160069,39.21570291,37.00316496,36.23154095,36.12014594,34.69359817,31.20259262,26.79242379,22.96525333,20.0781418,17.55486141,14.8962517,12.13726857,9.618751814,7.551219944,5.875142223,4.471490844,3.338565289,2.524894013,2.012750938,1.724569568,1.576130604,1.501076766,1.45270687,1.398693905,1.33491346,1.28882711,1.283366981,1.312755031,1.35953166,1.41944127,1.490842807,1.554590038,1.607953167,1.698915003,1.86859084,2.081342342,2.274302717,2.433664014,2.564814233,2.648377757
431.5979052,316.8409051,233.4343074,199.3442642,192.0728556,189.5944443,188.7073483,192.4041217,201.8232538,210.0498041,204.9234464,184.7002948,161.1005482,146.5379127,141.2718622,135.3663821,121.4409563,101.3235181,82.38906174,69.88579338,63.0294176,57.45823281,50.42021717,42.65839774,36.06882659,31.84777314,30.01517253,29.03697547,27.14939959,24.25055231,21.4667681,19.45169149,17.9954317,16.89285785,16.47115459,17.29876224,19.21329109,20.88493873,20.94077414,19.05805425,15.94532889,12.60942685,9.63785642,7.150659611,5.141720281,3.629703082,2.6038089,1.975781593,1.60455086,1.365266054,1.201437953,1.109370531,1.082490906,1.091914084,1.111498155,1.133367376,1.158648102,1.191552742,1.236520624,1.286160303,1.327256932,1.369744806,1.448578633,1.588235303,1.782077386,1.995971641,2.182527368,2.315353669,2.40368604,2.464085568,2.492728214
852.1753766,673.7277862,631.641189,626.0127365,578.1028372,480.1677857,368.7209141,277.4873673,223.6311442,204.8116837,203.4479973,202.5377771,194.6553546,179.3238366,158.7639036,136.6831875,116.3790703,100.4194304,92.8988885,96.79928717,109.5525495,124.5061989,134.4774367,132.9495925,118.4692217,97.79386942,78.87562459,64.24280566,53.16353384,44.85970824,38.60742555,33.96761326,31.35342802,30.67311131,30.43738719,29.56962714,28.53824194,27.9413685,27.2698887,25.74192913,23.14576114,19.59332842,15.43033205,11.29322731,7.853133948,5.434401027,3.907884173,2.946610963,2.299602066,1.867843246,1.629038021,1.534935382,1.493027541,1.431887596,1.337054125,1.227217721,1.130507552,1.068401699,1.049127236,1.080077462,1.167688525,1.299511292,1.448351372,1.607010188,1.793185281,1.999062169,2.175475165,2.290344567,2.358214054,2.40044457,2.424617322
592.59108,450.345748,348.0455622,314.5546991,336.2431492,380.2567064,417.860469,427.9114389,405.6094164,365.296855,323.0523278,284.9866771,253.8994211,233.3087793,222.4524243,215.6108131,206.4914228,191.7518353,173.0342613,158.8090087,157.3114847,165.229707,169.9838963,161.0668784,138.1667982,109.7850839,84.04044936,63.39149767,47.94961113,39.31521595,38.36441312,41.47404674,43.16363751,41.74973379,39.73835808,40.13211187,43.09219063,45.49669123,44.23894159,39.09924483,32.0706363,25.17028078,19.32220818,14.59886678,10.86403932,8.057321326,6.095851425,4.79099761,3.933664669,3.355110241,2.935958811,2.621909274,2.381429128,2.172882335,1.984399793,1.834694936,1.716150108,1.600380634,1.500510921,1.46118203,1.488118596,1.546153903,1.619909788,1.720911608,1.851335092,1.995466792,2.128285242,2.236561896,2.327327378,2.401782845,2.449702994
1009.339003,999.0310241,1037.643164,1189.757129,1530.065222,1992.229384,2338.371159,2362.983257,2112.214311,1787.256952,1515.948409,1310.87106,1154.926601,1052.004566,1002.003992,948.7506139,837.4305729,700.0143887,594.6794575,525.4414285,467.2390946,410.6640669,361.3806485,320.2929603,283.2477811,249.8906755,220.7030761,194.1017389,168.9729245,145.8791461,126.1390216,110.2064931,97.57572391,87.9132382,81.21368672,77.71714809,76.80251413,75.67953572,71.35699812,63.59201015,54.50511247,45.91097169,38.14944347,31.11315142,24.99886444,19.99998188,16.10660837,13.19061863,11.05022324,9.445607194,8.161474612,7.076525602,6.17636426,5.449530456,4.812039934,4.192491279,3.612076643,3.138214752,2.813230218,2.623439712,2.509473168,2.423137321,2.368649611,2.388748042,2.526544747,2.759648106,2.982651406,3.110927085,3.155118876,3.161504513,3.138802934
99.25065078,115.2415981,155.5208058,180.3030418,169.9746597,138.5591775,107.2662782,88.71334147,85.2157459,89.45589945,92.912004,92.36074855,88.83040143,84.3811445,79.42865064,73.70944013,68.45552597,64.90471149,62.1980314,58.80419305,54.11510481,48.73036077,44.33637164,41.98160895,40.6459236,38.69215119,35.77317858,32.37715925,28.55553873,24.0454303,19.14973599,14.816101,11.79544816,10.06231792,9.086917506,8.327114393,7.437869951,6.393630773,5.411863134,4.619190474,3.956947381,3.381869615,2.921606524,2.562689623,2.241145105,1.925853853,1.643773262,1.442451337,1.3394978,1.304055605,1.297654022,1.310577365,1.342878556,1.381066191,1.408497933,1.42261473,1.429212072,1.428822294,1.425903275,1.44100094,1.493894631,1.592755038,1.739600465,1.9271774,2.147370572,2.388989952,2.612394082,2.779332661,2.906592897,3.037487319,3.165355467
1827.263419,2073.599653,2019.044864,1850.555037,1721.694721,1531.050913,1220.49357,921.5629229,759.6229651,708.5877046,668.659174,603.5755534,547.9337097,515.1571382,474.5220693,413.8068868,357.2864869,320.3468979,293.2721771,262.1790727,221.7955894,175.659588,130.7205309,93.3602594,67.56142091,53.07518106,46.71094121,45.06955413,44.63312417,42.57174864,38.74567718,34.35725317,29.88835244,25.4121512,21.36413827,18.36597197,16.77248075,16.20599948,15.52226046,13.85584459,11.52744378,9.461025127,8.023278736,6.933146633,5.923273867,4.986560617,4.19362829,3.549461227,3.02506184,2.641638301,2.438418857,2.379361358,2.363400456,2.305881831,2.186098944,2.041942009,1.920058612,1.829211355,1.755753816,1.702848107,1.686784265,1.718357006,1.801289123,1.938819548,2.150282979,2.448774309,2.781450605,3.055853899,3.220045339,3.277595033,3.273316081
206.009769,187.5018856,161.4519164,140.4011353,134.1300066,138.4621329,140.6931121,135.533966,125.9824037,113.9893435,99.58838503,84.10343345,70.31056147,60.23244279,53.31542694,49.43239222,49.93316213,52.45376528,51.12542096,43.72425646,33.49528576,24.3227844,17.70685424,13.51058501,11.05712444,9.534956636,8.239134278,6.864810777,5.629820065,4.886794664,4.616415221,4.48785458,4.304688415,4.08835631,3.860494879,3.625623967,3.45466413,3.418881005,3.497177661,3.577988522,3.550761607,3.406635184,3.224845141,3.078479976,2.989497522,2.94929773,2.953676542,3.035581504,3.268901884,3.685062864,4.19689959,4.666585238,5.041648746,5.388305286,5.748478066,6.049407893,6.256921955,6.539800926,7.163766867,8.212577794,9.541825205,10.94467747,12.25736536,13.57873446,15.40436291,17.86320091,19.9810729,20.73229029,20.26094995,19.44783495,18.98213586
114.6699835,138.6805056,169.2178414,202.4878219,225.7782118,227.2265896,209.9434282,186.0576519,163.2144569,142.6002776,124.3362879,109.907801,100.502667,94.53742141,88.2508218,79.71998241,70.68229136,62.78249825,55.83574357,49.95178611,45.33015928,41.33738426,37.72705025,34.99196624,32.99470428,31.03053949,29.0705088,27.84891306,28.13840226,30.12950605,33.14745018,35.96082299,37.5545264,37.53866333,35.90952268,32.78603312,28.5848205,24.38570235,21.69174093,21.45167683,23.13447029,24.90345193,24.94897886,22.5976754,18.46173875,13.9685659,10.44329442,8.266548483,6.984177383,6.127967077,5.65942572,5.67086126,6.000180102,6.409993585,6.882162891,7.418471501,7.87840038,8.222234278,8.618694056,9.210701245,9.968673898,10.81669538,11.77741518,13.03792457,14.94480657,17.47475647,19.76657669,20.99611351,21.27429417,21.17256557,21.0115062
96.39164592,96.45195831,97.09661333,98.08983841,94.83042134,84.61788336,71.27424309,60.26159165,52.29973233,44.94823259,37.47970683,31.45370488,28.52540459,28.39838384,28.21632925,25.48545588,20.77068213,16.17168212,12.87272174,10.80060196,9.493910823,8.720595216,8.301960001,7.88178109,7.260517755,6.525256165,5.731495339,4.916864048,4.233471522,3.746997362,3.371956898,3.031871522,2.71285838,2.458177149,2.351688208,2.420063483,2.5632328,2.631790543,2.566808501,2.43138766,2.332714481,2.351510799,2.494720866,2.668733985,2.770485122,2.800327436,2.817364394,2.859043426,2.942153951,3.075939989,3.268247901,3.528964746,3.874552964,4.338654504,4.924947323,5.525745626,5.990191629,6.323788186,6.692827115,7.228940738,7.937003485,8.758991251,9.682507015,10.83990777,12.47074517,14.47332681,16.11708704,16.77759423,16.55305121,15.91879359,15.300245
252.6307326,194.7166546,154.1195436,129.9852119,114.4858294,101.867814,89.71546204,78.51192795,69.31993319,61.44523594,53.30911521,44.95268642,38.35900539,34.95632046,33.73225427,32.15225586,28.74040043,24.22628151,20.262651,18.10092828,18.2883279,20.18097043,22.27817012,23.70881487,25.0515269,27.23490237,29.83514728,31.75374933,32.67067671,32.80209215,32.22120552,30.95158863,29.23262818,27.33081744,25.4533045,23.88410914,22.7137552,21.64078052,20.2371266,18.35398729,16.28980882,14.44341381,12.87883328,11.40298067,9.955854524,8.73257795,7.881639305,7.281082703,6.731449871,6.188079713,5.745629854,5.535809777,5.626220753,5.926818198,6.252212829,6.525552489,6.83511747,7.242551445,7.70147366,8.237007923,8.959891242,9.862691655,10.8449956,11.95808665,13.45746787,15.29085774,16.69358533,17.07356538,16.80723672,16.56122,16.51877209
232.9745262,236.4133436,235.1131853,219.7099898,185.8772584,142.6123633,105.0893713,81.26195233,69.54446534,65.12189695,62.77981608,57.88511373,49.45297524,40.18387901,32.68613334,27.42848938,23.68146953,20.7810508,18.62094612,17.35253,16.53533883,15.25142085,13.22419722,10.96957067,9.061379541,7.757914881,7.009671699,6.564188048,6.189904664,5.822611895,5.503070727,5.276107587,5.149931643,5.062187155,4.879033105,4.537722428,4.148046897,3.876325237,3.773970269,3.74879305,3.693905985,3.59312253,3.477179435,3.355797709,3.21432848,3.04970743,2.911610404,2.866992893,2.914642435,3.006962872,3.158501597,3.440904385,3.856864066,4.299326491,4.679578198,5.027765155,5.425898271,5.900482723,6.419044787,6.990773992,7.657636146,8.346703181,8.93051117,9.532300126,10.63268292,12.46366802,14.35355945,15.46300374,15.74948981,15.61948679,15.33571829
2544.812742,2451.351952,2416.214011,2291.861565,2060.39285,1837.497133,1692.940647,1596.499863,1527.888626,1502.949139,1509.934224,1515.208107,1491.908383,1423.796811,1320.338104,1212.344843,1127.449737,1072.367929,1029.155899,972.6767511,894.3464843,801.6005194,702.4003705,605.3444284,524.0929478,466.0452692,424.7493085,388.9224581,352.3552123,313.9105553,272.4707666,227.8193772,185.9034561,156.17319,142.420394,140.3430911,143.2455003,146.1334214,145.5448559,139.6414663,128.9857896,115.3372273,99.51344063,81.58139568,62.55969834,44.63255819,29.92223049,19.4834468,13.38404744,11.04495104,11.21098991,12.40582183,13.64456018,14.49664194,14.95537474,15.34073236,15.9237501,16.61176834,17.0359062,16.79287132,15.74785715,14.31402642,13.268388,13.19335877,14.19469862,15.80222908,17.05716548,17.39069191,17.1684488,17.01571285,17.07412274
2074.230431,2075.027553,2108.31258,2167.805552,2231.922256,2263.926494,2259.274526,2255.393331,2272.058083,2249.397689,2133.91634,1957.355399,1781.700087,1626.137898,1474.669879,1315.949183,1145.439586,961.1030493,769.111341,582.7799894,424.1677481,315.9854232,259.3594475,231.1444379,206.5660077,176.7324066,147.4659274,127.6163457,117.5259802,109.8439356,100.5658633,92.61305305,90.09962443,94.15794352,101.7792733,106.290127,101.8935412,88.50852763,72.13466081,61.55727655,61.4425606,66.47102478,66.43070561,57.6882981,45.03604183,34.09714835,26.58832996,21.56949915,18.08145743,15.71131766,13.84733366,11.92236691,9.997718025,8.460314661,7.522720041,7.117907774,7.038726238,7.12895427,7.353017624,7.706210136,8.101567489,8.418909604,8.699495067,9.29202804,10.72071517,12.93108706,14.83754956,15.53763251,15.31926315,14.88178159,14.53765805
160.8095072,122.292465,83.67357908,54.33032593,37.27362664,30.56338002,29.6679074,29.41798852,27.1498715,23.66373557,20.64767073,18.65621539,17.87875721,18.95069858,21.32269998,22.64440449,21.49243652,18.86203659,16.44814299,15.15821886,15.16573057,16.07396363,16.92042158,16.73610414,15.32722137,13.39887292,11.74350254,10.52413045,9.577863487,8.784002161,7.949946687,6.963384847,6.055069632,5.576621825,5.579797733,5.733236275,5.676463154,5.34831784,4.896212477,4.418372738,3.917711663,3.425269635,3.046243897,2.871855206,2.867692935,2.874333606,2.768034473,2.583347608,2.434525575,2.373488508,2.361676305,2.366798204,2.43424853,2.606389825,2.840673802,3.069534082,3.282635109,3.507347309,3.744155015,3.968120726,4.168016742,4.359301352,4.67021359,5.711305509,8.669754635,13.45249144,17.20871378,17.40736089,14.81758631,11.80726918,9.775015357
438.66013,368.6740129,310.2552813,245.04847,175.5920775,115.6714654,74.76582358,53.73445058,46.98653925,45.82180196,43.36881912,38.79455619,35.58196654,36.02828279,38.56879255,40.16308027,39.4185599,36.54535904,32.48906805,28.50126856,25.13201147,22.03265981,18.83519071,15.62770712,12.75929681,10.58793895,9.296478421,8.698917922,8.298434478,7.701916604,6.883575618,6.052615921,5.409090477,4.958134766,4.567901818,4.190063922,3.854169491,3.576389205,3.391079756,3.33125479,3.350930485,3.33451643,3.194765709,2.95002575,2.702417705,2.535918834,2.456689949,2.43557633,2.430758793,2.3867051,2.304108542,2.268800109,2.359585184,2.558610624,2.791126582,3.030896645,3.29021807,3.540625156,3.738006204,3.893481134,4.063146796,4.30123538,4.883698191,7.514695173,15.83273081,29.70104348,40.38011524,39.98449067,30.92742481,20.65740999,13.53063595
