patient,obs,health.status,group,f_000001,f_000002,f_000003,f_000004,f_000005,f_000006,f_000007,f_000008,f_000009,f_000010,f_000011,f_000012,f_000013,f_000014,f_000015,f_000016,f_000017,f_000018,f_000019,f_000020,f_000021,f_000022,f_000023,f_000024,f_000025,f_000026,f_000027,f_000028,f_000029,f_000030,f_000031,f_000032,f_000033,f_000034,f_000035,f_000036,f_000037,f_000038,f_000039,f_000040,f_000041,f_000042,f_000043,f_000044,f_000045,f_000046,f_000047,f_000048,f_000049,f_000050,f_000051,f_000052,f_000053,f_000054,f_000055,f_000056,f_000057,f_000058,f_000059,f_000060,f_000061,f_000062,f_000063,f_000064,f_000065,f_000066,f_000067,f_000068,f_000069,f_000070,f_000071,f_000072,f_000073,f_000074,f_000075,f_000076,f_000077,f_000078,f_000079,f_000080,f_000081,f_000082,f_000083,f_000084,f_000085,f_000086,f_000087
hfdxii3oi_1,1,disorder,none,3.35E-06,3.11E-06,3.20E-06,3.44E-06,3.65E-06,3.85E-06,5.39E-06,1.18E-05,2.67E-05,4.79E-05,6.69E-05,7.55E-05,7.35E-05,7.18E-05,8.39E-05,0.000108761,0.000130427,0.000137231,0.000135819,0.000141093,0.0001527,0.000155801,0.000145847,0.000133921,0.000133019,0.000153584,0.000205468,0.000293609,0.000417273,0.000576632,0.0007559,0.000900313,0.000949494,0.000893383,0.000779744,0.000669939,0.000587438,0.000517733,0.000456591,0.00042871,0.000456099,0.00055834,0.000900796,0.001954751,0.003874893,0.005591131,0.005773184,0.004469682,0.002762234,0.001470203,0.00074987,0.000425923,0.000309842,0.000298638,0.000340206,0.000384746,0.00040249,0.000396737,0.00037104,0.000326682,0.000276211,0.000230407,0.000190735,0.000157982,0.000134446,0.000119469,0.000109194,0.000100118,9.08E-05,8.13E-05,7.28E-05,6.55E-05,5.92E-05,5.36E-05,4.91E-05,4.54E-05,4.23E-05,3.96E-05,3.71E-05,3.47E-05,3.21E-05,2.94E-05,2.72E-05,2.55E-05,2.39E-05,2.18E-05,1.90E-05
hfdxii3oi(1)_2,2,disorder,none,2.34E-05,2.89E-05,2.71E-05,2.14E-05,1.65E-05,1.44E-05,1.42E-05,1.63E-05,2.38E-05,3.82E-05,5.43E-05,6.49E-05,6.74E-05,6.60E-05,7.41E-05,0.00010409,0.000148803,0.000183744,0.000189387,0.000172804,0.000163791,0.000182314,0.000213052,0.000225972,0.000214112,0.000197063,0.000197698,0.000227633,0.000301364,0.000447101,0.000690225,0.001027888,0.001380099,0.001616042,0.001674422,0.001591582,0.001442464,0.001303003,0.001227062,0.001217271,0.001224395,0.001209839,0.001233556,0.001599292,0.002857931,0.004934856,0.006459236,0.006219125,0.00460701,0.002826321,0.001597872,0.000966743,0.000706878,0.000622032,0.00063014,0.000690924,0.000729038,0.000688126,0.000590212,0.000490841,0.000423244,0.000386957,0.000359656,0.000324679,0.000285692,0.000251408,0.000222263,0.000197061,0.000177386,0.000161253,0.000143384,0.000122375,0.000101315,8.34E-05,6.99E-05,6.02E-05,5.31E-05,4.73E-05,4.23E-05,3.78E-05,3.37E-05,2.98E-05,2.61E-05,2.28E-05,1.99E-05,1.73E-05,1.46E-05
hfdxii3oi(1)_1,1,disorder,none,5.25E-05,7.86E-05,0.000109107,0.000130072,0.000142978,0.000181553,0.000263979,0.000353202,0.000403464,0.000406018,0.000370371,0.000312709,0.000279971,0.000327759,0.000440172,0.000538779,0.000572974,0.000553819,0.000545303,0.000616483,0.000760909,0.000888211,0.000910943,0.000832058,0.000729272,0.000658862,0.000620155,0.000610088,0.000650491,0.000756939,0.000940187,0.001193783,0.001460384,0.001696942,0.001894006,0.002010849,0.002005528,0.00187634,0.001659761,0.001428817,0.001255183,0.00117146,0.00119539,0.001504244,0.002520965,0.004184465,0.005373153,0.00512415,0.003785537,0.002331222,0.001326476,0.000793674,0.000557862,0.000485696,0.000519682,0.000608354,0.000664703,0.000632469,0.000539701,0.000448836,0.000397254,0.000383395,0.000377756,0.000354571,0.000315438,0.000275141,0.000239655,0.00020747,0.000178795,0.000154501,0.00013294,0.00011236,9.32E-05,7.69E-05,6.42E-05,5.50E-05,4.88E-05,4.41E-05,3.96E-05,3.47E-05,3.00E-05,2.62E-05,2.32E-05,2.07E-05,1.86E-05,1.66E-05,1.44E-05
hfdxii3od_2,2,disorder,none,2.85E-07,7.59E-07,2.01E-06,4.09E-06,6.68E-06,9.22E-06,1.08E-05,1.07E-05,9.97E-06,1.02E-05,1.17E-05,1.35E-05,1.48E-05,1.53E-05,1.62E-05,1.91E-05,2.49E-05,3.25E-05,3.97E-05,4.61E-05,5.96E-05,8.93E-05,0.000128419,0.000155953,0.000159132,0.000144996,0.000131587,0.000134508,0.000171352,0.000266544,0.000433443,0.000653858,0.000864773,0.000990418,0.00100533,0.000938843,0.000836891,0.000740532,0.000680583,0.000661879,0.000655323,0.000634129,0.00061485,0.000681603,0.00097674,0.001486221,0.0018636,0.001791144,0.001360033,0.000879568,0.000540731,0.0003589,0.000275963,0.000235433,0.000207223,0.000185149,0.00017028,0.000160088,0.000152139,0.00014962,0.000158255,0.000174838,0.000183775,0.000174422,0.000153232,0.000131739,0.000113956,9.95E-05,8.85E-05,7.96E-05,7.03E-05,5.96E-05,4.92E-05,4.07E-05,3.46E-05,2.99E-05,2.56E-05,2.18E-05,1.85E-05,1.56E-05,1.33E-05,1.14E-05,9.62E-06,8.01E-06,6.52E-06,5.18E-06,3.97E-06
hfdxii3od_1,1,disorder,none,4.56E-06,7.18E-06,1.22E-05,1.73E-05,2.06E-05,2.43E-05,3.26E-05,4.48E-05,5.45E-05,5.73E-05,5.50E-05,5.01E-05,4.36E-05,3.64E-05,2.98E-05,2.51E-05,2.40E-05,2.93E-05,4.18E-05,5.67E-05,6.63E-05,6.85E-05,6.84E-05,7.31E-05,8.75E-05,0.000111565,0.000138663,0.000161686,0.000182804,0.00021931,0.000301441,0.000441611,0.000605278,0.000750906,0.000859636,0.000912838,0.000898181,0.000824471,0.000721328,0.000626752,0.000563702,0.000535518,0.00054573,0.000644933,0.000934885,0.001373307,0.001654286,0.001543381,0.001153241,0.000743611,0.000458345,0.000300298,0.000221814,0.000185565,0.000173874,0.000176506,0.000181176,0.000178338,0.000169116,0.00016262,0.000168399,0.000184722,0.000194696,0.000185275,0.000161833,0.000137082,0.000116963,0.00010092,8.75E-05,7.59E-05,6.55E-05,5.59E-05,4.67E-05,3.83E-05,3.15E-05,2.66E-05,2.31E-05,2.04E-05,1.79E-05,1.54E-05,1.29E-05,1.07E-05,8.84E-06,7.29E-06,5.94E-06,4.70E-06,3.57E-06
hfdxii2oi_2,2,disorder,none,1.82E-06,2.25E-06,2.28E-06,2.36E-06,2.85E-06,3.53E-06,3.90E-06,3.81E-06,3.72E-06,4.02E-06,4.66E-06,5.44E-06,6.27E-06,7.30E-06,9.11E-06,1.31E-05,1.99E-05,2.77E-05,3.49E-05,4.29E-05,5.04E-05,5.33E-05,5.11E-05,4.98E-05,5.55E-05,7.17E-05,0.000103218,0.000158929,0.00024943,0.000359167,0.000433514,0.000429886,0.000359236,0.000263111,0.000176488,0.000115326,8.04E-05,6.53E-05,6.25E-05,6.70E-05,7.65E-05,9.10E-05,0.000119792,0.000232486,0.000658672,0.001603236,0.002685576,0.0031043,0.002615993,0.001717799,0.000949413,0.000485956,0.000257373,0.000154053,0.000106446,8.28E-05,6.96E-05,6.04E-05,5.33E-05,4.96E-05,5.02E-05,5.29E-05,5.32E-05,4.86E-05,4.14E-05,3.49E-05,2.97E-05,2.50E-05,2.06E-05,1.68E-05,1.39E-05,1.18E-05,1.03E-05,8.99E-06,7.90E-06,6.98E-06,6.25E-06,5.66E-06,5.15E-06,4.67E-06,4.21E-06,3.76E-06,3.43E-06,3.24E-06,3.15E-06,3.04E-06,2.84E-06
hfdxii2oi_1,1,disorder,none,1.30E-06,1.93E-06,2.57E-06,2.96E-06,2.86E-06,2.37E-06,1.96E-06,2.02E-06,2.72E-06,4.28E-06,6.57E-06,8.59E-06,9.25E-06,8.73E-06,8.41E-06,9.50E-06,1.27E-05,1.82E-05,2.51E-05,3.08E-05,3.31E-05,3.30E-05,3.35E-05,3.87E-05,5.04E-05,6.46E-05,7.75E-05,9.75E-05,0.000144295,0.000228089,0.000318019,0.000353175,0.00031219,0.00023461,0.000166872,0.000125313,0.000105597,9.84E-05,9.69E-05,0.00010015,0.000108465,0.00012009,0.00014233,0.000246481,0.000655347,0.001537872,0.002494875,0.002800932,0.002304208,0.001490047,0.000822002,0.000427434,0.000233511,0.000144306,0.000102309,8.21E-05,7.16E-05,6.32E-05,5.55E-05,5.12E-05,5.24E-05,5.69E-05,5.92E-05,5.59E-05,4.85E-05,4.08E-05,3.42E-05,2.82E-05,2.26E-05,1.78E-05,1.42E-05,1.16E-05,9.88E-06,8.71E-06,7.86E-06,7.12E-06,6.38E-06,5.67E-06,5.07E-06,4.62E-06,4.24E-06,3.93E-06,3.68E-06,3.46E-06,3.25E-06,3.05E-06,2.80E-06
hfdxii2oi(1)_2,2,disorder,none,2.36E-06,2.18E-06,2.62E-06,3.38E-06,4.02E-06,4.15E-06,3.83E-06,3.66E-06,4.18E-06,5.42E-06,7.23E-06,9.35E-06,1.17E-05,1.49E-05,1.90E-05,2.24E-05,2.47E-05,2.97E-05,4.31E-05,6.30E-05,7.96E-05,8.58E-05,8.28E-05,7.76E-05,7.82E-05,8.85E-05,0.000108613,0.000139934,0.000180933,0.00022678,0.000287517,0.000407479,0.000624621,0.000867158,0.000976525,0.000886595,0.000683097,0.000492204,0.000385651,0.00036369,0.000385276,0.00040943,0.000415467,0.000406957,0.000446043,0.0007973,0.001936893,0.003799833,0.005210456,0.005105448,0.003781102,0.002260559,0.001184346,0.000610393,0.000354212,0.000246466,0.000200204,0.000187997,0.000196034,0.000200899,0.000187832,0.000166591,0.000155194,0.0001563,0.000155599,0.00014217,0.000120579,0.000100495,8.49E-05,7.22E-05,6.20E-05,5.45E-05,4.92E-05,4.47E-05,4.10E-05,3.80E-05,3.48E-05,3.02E-05,2.44E-05,1.90E-05,1.50E-05,1.23E-05,1.05E-05,9.06E-06,7.85E-06,6.70E-06,5.58E-06
hfdxii2oi(1)_1,1,disorder,none,1.53E-06,1.84E-06,1.93E-06,1.97E-06,2.00E-06,1.98E-06,2.15E-06,3.67E-06,8.66E-06,1.71E-05,2.48E-05,2.84E-05,3.06E-05,3.60E-05,4.44E-05,5.25E-05,5.98E-05,6.88E-05,7.93E-05,8.54E-05,8.10E-05,7.00E-05,6.32E-05,6.64E-05,7.89E-05,0.000100671,0.000129696,0.000161425,0.000194249,0.00022446,0.000257035,0.000332259,0.000490374,0.000690883,0.000818906,0.000802564,0.000678564,0.00052734,0.000402403,0.00032776,0.000312452,0.000346222,0.000397334,0.000434959,0.000486099,0.000783431,0.001823958,0.003658349,0.005171482,0.005205636,0.003949815,0.002413233,0.001279761,0.000647902,0.000351539,0.000225088,0.000176667,0.000169228,0.000183107,0.0001941,0.000186282,0.000168359,0.00015928,0.000162831,0.000164669,0.000152872,0.000131013,0.000109211,9.20E-05,7.84E-05,6.72E-05,5.87E-05,5.25E-05,4.73E-05,4.22E-05,3.72E-05,3.22E-05,2.69E-05,2.16E-05,1.68E-05,1.31E-05,1.07E-05,9.10E-06,7.99E-06,7.11E-06,6.23E-06,5.28E-06
hfdxii2od_2,2,disorder,none,5.89E-06,7.36E-06,7.59E-06,7.17E-06,6.76E-06,6.88E-06,8.09E-06,1.06E-05,1.44E-05,1.85E-05,2.15E-05,2.36E-05,2.76E-05,3.62E-05,4.83E-05,6.31E-05,8.32E-05,0.000112663,0.000151918,0.000193661,0.000220672,0.000222663,0.00022602,0.000281901,0.000401284,0.00055394,0.000753325,0.001097836,0.001701412,0.002472072,0.003025964,0.003045809,0.002581508,0.001910367,0.001283129,0.000823266,0.000544298,0.000404585,0.000352559,0.000350871,0.000382691,0.000447974,0.000602079,0.001248527,0.003693641,0.009107504,0.01532757,0.01776552,0.015006432,0.009888706,0.005510046,0.002872478,0.001563039,0.000954331,0.000665893,0.000532563,0.000476508,0.00044141,0.000396814,0.000348648,0.000317391,0.000304895,0.000291563,0.000263618,0.000227078,0.000193083,0.000163944,0.000137399,0.000113785,9.45E-05,7.94E-05,6.69E-05,5.63E-05,4.72E-05,3.96E-05,3.30E-05,2.76E-05,2.31E-05,1.96E-05,1.68E-05,1.45E-05,1.27E-05,1.13E-05,1.02E-05,9.22E-06,8.32E-06,7.26E-06
